page,text,p,start,end,type,description
110,Maclellahan,8,4,15,PERSON,"People, including fictional"
110,the Presbyterian College,8,29,53,ORG,"Companies, agencies, institutions, etc."
110,Alfred Nicholson,8,91,107,PERSON,"People, including fictional"
110,Alfred,8,211,217,PERSON,"People, including fictional"
110,the evening,8,229,240,TIME,Times smaller than a day
110,Jim Whitall,8,346,357,PERSON,"People, including fictional"
111,"Tuesday, March 28, 1922",1,0,23,DATE,Absolute or relative dates or periods
111,Museum,3,10,16,ORG,"Companies, agencies, institutions, etc."
111,Higham Cooper,3,44,57,PERSON,"People, including fictional"
111,a year,3,169,175,DATE,Absolute or relative dates or periods
111,Russ,3,193,197,PERSON,"People, including fictional"
111,Lazarus Barlow,3,202,216,PERSON,"People, including fictional"
111,the Cancer Research Hospital,3,220,248,ORG,"Companies, agencies, institutions, etc."
111,London,3,252,258,GPE,"Countries, cities, states"
111,three,4,50,55,CARDINAL,Numerals that do not fall under another type
111,27th,4,251,255,ORDINAL,"""first"", ""second"", etc."
111,Bonté’s,5,8,15,ORG,"Companies, agencies, institutions, etc."
111,Per,5,52,55,PERSON,"People, including fictional"
111,Kitson,5,88,94,PERSON,"People, including fictional"
111,Asiatics,6,42,50,NORP,Nationalities or religious or political groups
111,Egyptians,6,55,64,NORP,Nationalities or religious or political groups
111,many years,6,86,96,DATE,Absolute or relative dates or periods
111,Europeans,6,119,128,NORP,Nationalities or religious or political groups
111,2,7,1,2,CARDINAL,Numerals that do not fall under another type
111,Geoffrey,8,9,17,PERSON,"People, including fictional"
111,Senda,8,22,27,PERSON,"People, including fictional"
112,"Wednesday, March 29, 1922",1,0,25,DATE,Absolute or relative dates or periods
112,Cairo,2,0,5,GPE,"Countries, cities, states"
112,Quibell,4,20,27,PERSON,"People, including fictional"
112,Akenaten,4,44,52,PERSON,"People, including fictional"
112,Creswell,5,0,8,PERSON,"People, including fictional"
112,Devonshire,5,18,28,PERSON,"People, including fictional"
112,Maurice,5,47,54,PERSON,"People, including fictional"
112,the Mosque of Sinan Pascha,6,28,54,FAC,"Buildings, airports, highways, bridges, etc."
112,Boulak,6,58,64,GPE,"Countries, cities, states"
112,Cresswell,6,70,79,PERSON,"People, including fictional"
112,Turkish,6,81,88,NORP,Nationalities or religious or political groups
112,157,6,101,104,CARDINAL,Numerals that do not fall under another type
112,one,6,149,152,CARDINAL,Numerals that do not fall under another type
112,El Azar,6,164,171,FAC,"Buildings, airports, highways, bridges, etc."
112,Bazils,7,13,19,PERSON,"People, including fictional"
112,Paterson,7,32,40,PERSON,"People, including fictional"
112,Gesireh,7,58,65,GPE,"Countries, cities, states"
112,Amos,7,73,77,PERSON,"People, including fictional"
112,Gov’t,7,79,84,ORG,"Companies, agencies, institutions, etc."
112,Truman,8,4,10,PERSON,"People, including fictional"
112,Anderson,8,21,29,PERSON,"People, including fictional"
112,years earlier,8,106,119,DATE,Absolute or relative dates or periods
112,Europeans,8,137,146,NORP,Nationalities or religious or political groups
112,dozens,9,6,12,CARDINAL,Numerals that do not fall under another type
113,"Thursday, March 30, 1922",1,0,24,DATE,Absolute or relative dates or periods
113,11,2,40,42,DATE,Absolute or relative dates or periods
113,Russ,2,132,136,PERSON,"People, including fictional"
113,Lazarus Barlow,2,145,159,PERSON,"People, including fictional"
113,the Cancer Research Hospital,2,163,191,ORG,"Companies, agencies, institutions, etc."
113,London,2,195,201,GPE,"Countries, cities, states"
113,E. Thomas,3,4,13,PERSON,"People, including fictional"
113,Marjorie Da,3,58,69,PERSON,"People, including fictional"
113,Galazza,4,6,13,PERSON,"People, including fictional"
113,Spaniard,4,31,39,NORP,Nationalities or religious or political groups
113,Goya,4,55,59,PERSON,"People, including fictional"
113,Arab,4,147,151,NORP,Nationalities or religious or political groups
113,Pyramid,4,298,305,FAC,"Buildings, airports, highways, bridges, etc."
113,2,4,315,316,CARDINAL,Numerals that do not fall under another type
113,Alys,5,9,13,PERSON,"People, including fictional"
113,Alda,5,15,19,PERSON,"People, including fictional"
113,Janet,5,26,31,PERSON,"People, including fictional"
113,Mackintosh,5,38,48,PERSON,"People, including fictional"
113,Naima,5,50,55,PERSON,"People, including fictional"
114,"Friday, March 31, 1922",1,0,22,DATE,Absolute or relative dates or periods
114,Cairo,2,0,5,GPE,"Countries, cities, states"
114,Patricolo,3,13,22,PERSON,"People, including fictional"
114,Mena House,3,30,40,FAC,"Buildings, airports, highways, bridges, etc."
114,Pyramids,3,92,100,FAC,"Buildings, airports, highways, bridges, etc."
114,Mohammed Aly,4,83,95,ORG,"Companies, agencies, institutions, etc."
114,Robin Furness,4,106,119,PERSON,"People, including fictional"
114,Edith,5,0,5,PERSON,"People, including fictional"
114,Philomène,5,16,25,PERSON,"People, including fictional"
114,10 or 15 years ago,5,191,209,DATE,Absolute or relative dates or periods
114,5,6,1,2,CARDINAL,Numerals that do not fall under another type
114,Morton Prince,7,9,22,PERSON,"People, including fictional"
114,Edith,7,28,33,PERSON,"People, including fictional"
115,"Saturday, April 1, 1922",1,0,23,DATE,Absolute or relative dates or periods
115,Khamseen,2,0,8,PERSON,"People, including fictional"
115,5,5,1,2,CARDINAL,Numerals that do not fall under another type
115,Paravicini,6,13,23,PERSON,"People, including fictional"
115,Bonté,6,65,70,ORG,"Companies, agencies, institutions, etc."
115,Foucart,6,107,114,PERSON,"People, including fictional"
115,Per,6,116,119,PERSON,"People, including fictional"
115,House,6,171,176,ORG,"Companies, agencies, institutions, etc."
115,6,8,1,2,CARDINAL,Numerals that do not fall under another type
115,Alys,9,9,13,PERSON,"People, including fictional"
115,Devonshire,9,20,30,PERSON,"People, including fictional"
115,Ray,9,32,35,PERSON,"People, including fictional"
115,Karin,9,37,42,PERSON,"People, including fictional"
115,Barbara,9,44,51,PERSON,"People, including fictional"
115,Logan,9,53,58,PERSON,"People, including fictional"
115,Fowles,9,60,66,PERSON,"People, including fictional"
116,"Sunday, April 2, 1922",1,0,21,DATE,Absolute or relative dates or periods
116,Cairo,2,24,29,GPE,"Countries, cities, states"
116,Museum,3,0,6,ORG,"Companies, agencies, institutions, etc."
116,noon,3,37,41,TIME,Times smaller than a day
116,Khamseen,3,53,61,NORP,Nationalities or religious or political groups
116,our last hour,3,160,173,TIME,Times smaller than a day
116,4,3,222,223,TIME,Times smaller than a day
116,the Fadawieh Mosque,3,227,246,FAC,"Buildings, airports, highways, bridges, etc."
116,Abbasieh,3,250,258,GPE,"Countries, cities, states"
116,Bramley,3,277,284,PERSON,"People, including fictional"
116,Noel,3,312,316,PERSON,"People, including fictional"
116,Greece,3,323,329,GPE,"Countries, cities, states"
116,Villamarina,3,345,356,PERSON,"People, including fictional"
116,Macdonell,3,379,388,PERSON,"People, including fictional"
116,Kirkwood,3,395,403,PERSON,"People, including fictional"
116,Cattaui Pascha,3,447,461,PERSON,"People, including fictional"
116,Herraris,3,467,475,PERSON,"People, including fictional"
116,Cresswell,3,548,557,PERSON,"People, including fictional"
117,"Monday, April 3, 1922",1,0,21,DATE,Absolute or relative dates or periods
117,Duff Gordon,2,13,24,PERSON,"People, including fictional"
117,Kitsons,2,76,83,PERSON,"People, including fictional"
117,Philomène,2,88,97,PERSON,"People, including fictional"
117,afternoon,2,123,132,TIME,Times smaller than a day
117,Mikado,2,153,159,GPE,"Countries, cities, states"
117,evening,2,163,170,TIME,Times smaller than a day
117,Kitsons,3,4,11,NORP,Nationalities or religious or political groups
117,Eliza,4,0,5,PERSON,"People, including fictional"
117,half,5,22,26,CARDINAL,Numerals that do not fall under another type
117,Fuad I,5,71,77,PERSON,"People, including fictional"
118,"Tuesday, April 4, 1922",1,0,22,DATE,Absolute or relative dates or periods
118,Cairo,2,0,5,GPE,"Countries, cities, states"
118,B.B.,3,0,4,PERSON,"People, including fictional"
118,Nicky,4,0,5,PERSON,"People, including fictional"
118,Museum,4,24,30,ORG,"Companies, agencies, institutions, etc."
118,Quibell,4,35,42,PERSON,"People, including fictional"
118,Devonshire,5,5,15,PERSON,"People, including fictional"
118,B.B.,5,143,147,PERSON,"People, including fictional"
118,Nicky,5,152,157,PERSON,"People, including fictional"
118,the Ma__a_i mosque,5,172,190,FAC,"Buildings, airports, highways, bridges, etc."
118,5.30,5,213,217,TIME,Times smaller than a day
118,Villamarina,5,234,245,PERSON,"People, including fictional"
118,Kramer,5,264,270,PERSON,"People, including fictional"
118,Adamoli,5,275,282,PERSON,"People, including fictional"
118,Negrotti,5,284,292,PERSON,"People, including fictional"
118,Italian,5,294,301,NORP,Nationalities or religious or political groups
118,Gallarza,5,315,323,PERSON,"People, including fictional"
118,Wilson,5,330,336,PERSON,"People, including fictional"
118,Neguib Pascha,5,345,358,PERSON,"People, including fictional"
118,Baxter,6,0,6,PERSON,"People, including fictional"
118,Truman,6,8,14,PERSON,"People, including fictional"
118,Anderson,6,19,27,PERSON,"People, including fictional"
118,Arab,7,0,4,NORP,Nationalities or religious or political groups
118,Colefax,8,14,21,PERSON,"People, including fictional"
118,Furness,8,23,30,PERSON,"People, including fictional"
118,Dunham,8,37,43,PERSON,"People, including fictional"
118,E. Thomas,8,58,67,PERSON,"People, including fictional"
119,"Wednesday, April 5, 1922",1,0,24,DATE,Absolute or relative dates or periods
119,Museum,2,0,6,ORG,"Companies, agencies, institutions, etc."
119,Quibell,2,21,28,PERSON,"People, including fictional"
119,B.B.,2,50,54,PERSON,"People, including fictional"
119,Peeping Tom,2,75,86,WORK_OF_ART,"Titles of books, songs, etc."
119,Egyptian,2,127,135,NORP,Nationalities or religious or political groups
119,Patricolo,3,0,9,PERSON,"People, including fictional"
119,Sheik,3,43,48,PERSON,"People, including fictional"
119,B.B.,4,0,4,PERSON,"People, including fictional"
119,Amos,4,24,28,PERSON,"People, including fictional"
119,Maurice,4,36,43,PERSON,"People, including fictional"
119,Maurice,4,49,56,PERSON,"People, including fictional"
119,Lucy,4,116,120,PERSON,"People, including fictional"
119,Elgoods,4,217,224,PERSON,"People, including fictional"
119,Per,4,257,260,PERSON,"People, including fictional"
119,Truman,5,53,59,PERSON,"People, including fictional"
119,the Mille Nuits,5,80,95,ORG,"Companies, agencies, institutions, etc."
120,"Thursday, April 6, 1922",1,0,23,DATE,Absolute or relative dates or periods
120,Cairo,2,0,5,GPE,"Countries, cities, states"
120,Museum,3,0,6,FAC,"Buildings, airports, highways, bridges, etc."
120,the afternoon,3,41,54,TIME,Times smaller than a day
120,mosques,3,81,88,FAC,"Buildings, airports, highways, bridges, etc."
120,Philomène,3,90,99,PERSON,"People, including fictional"
120,Mena House,3,122,132,FAC,"Buildings, airports, highways, bridges, etc."
120,Pyramid,3,153,160,LOC,"Non-GPE locations, mountain ranges, bodies of water"
120,Conte V. de Gallarza,4,0,20,PERSON,"People, including fictional"
120,Buddhism,4,109,117,ORG,"Companies, agencies, institutions, etc."
121,"Friday, April 7, 1922",1,0,21,DATE,Absolute or relative dates or periods
121,American Express,2,8,24,ORG,"Companies, agencies, institutions, etc."
121,Truman,2,79,85,PERSON,"People, including fictional"
121,Bazaar,2,93,99,FAC,"Buildings, airports, highways, bridges, etc."
121,Hegi,3,4,8,PERSON,"People, including fictional"
121,Kitsons,4,26,33,PERSON,"People, including fictional"
121,Mena House,4,37,47,FAC,"Buildings, airports, highways, bridges, etc."
121,the “Minx by Spoonlight,4,56,79,WORK_OF_ART,"Titles of books, songs, etc."
121,the Big Pyramid,4,154,169,LOC,"Non-GPE locations, mountain ranges, bodies of water"
122,"Saturday, April 8, 1922",1,0,23,DATE,Absolute or relative dates or periods
122,Deaconess’ Hospital,2,0,19,FAC,"Buildings, airports, highways, bridges, etc."
122,Cairo,2,20,25,GPE,"Countries, cities, states"
122,Furness,4,0,7,PERSON,"People, including fictional"
122,the Tomb of Barkuk,4,38,56,WORK_OF_ART,"Titles of books, songs, etc."
122,Philomène,4,79,88,PERSON,"People, including fictional"
122,19,4,178,180,DATE,Absolute or relative dates or periods
122,Edith,4,216,221,PERSON,"People, including fictional"
122,B.B.,4,226,230,PERSON,"People, including fictional"
123,"Sunday, April 9, 1922",1,0,21,DATE,Absolute or relative dates or periods
123,Karin,2,39,44,PERSON,"People, including fictional"
123,2,3,1,2,CARDINAL,Numerals that do not fall under another type
123,Kitsons,4,4,11,PERSON,"People, including fictional"
123,Patricolo,4,16,25,PERSON,"People, including fictional"
123,Ibn Tulun,4,65,74,PERSON,"People, including fictional"
124,"Monday, April 10, 1922",1,0,22,DATE,Absolute or relative dates or periods
124,Devonshire,4,5,15,PERSON,"People, including fictional"
124,Bonté,4,27,32,PERSON,"People, including fictional"
124,Alfred,4,37,43,PERSON,"People, including fictional"
124,Patricolo,5,16,25,PERSON,"People, including fictional"
124,El Goyushi,5,59,69,GPE,"Countries, cities, states"
125,"Tuesday, April 11, 1922",1,0,23,DATE,Absolute or relative dates or periods
125,Cairo,2,0,5,GPE,"Countries, cities, states"
125,Alfred,5,0,6,PERSON,"People, including fictional"
125,Patricolo,5,11,20,PERSON,"People, including fictional"
125,Devonshire,5,30,40,PERSON,"People, including fictional"
126,"Wednesday, April 12, 1922",1,0,25,DATE,Absolute or relative dates or periods
126,Esperia,2,37,44,PRODUCT,"Objects, vehicles, foods, etc. (not services)"
126,Eliza,3,0,5,PERSON,"People, including fictional"
126,Alexandria,3,35,45,GPE,"Countries, cities, states"
126,Furness at the Museum,3,76,97,ORG,"Companies, agencies, institutions, etc."
126,Brescia,3,118,125,PERSON,"People, including fictional"
127,"Thursday, April 13, 1922",1,0,24,DATE,Absolute or relative dates or periods
127,Crete,3,12,17,GPE,"Countries, cities, states"
128,"Friday, April 14, 1922",1,0,22,DATE,Absolute or relative dates or periods
128,Esperia,2,33,40,PRODUCT,"Objects, vehicles, foods, etc. (not services)"
128,the morning,3,23,34,TIME,Times smaller than a day
128,Brindisi,3,74,82,GPE,"Countries, cities, states"
129,"Saturday, April 15, 1922",1,0,24,DATE,Absolute or relative dates or periods
129,Grand Hotel,2,0,11,FAC,"Buildings, airports, highways, bridges, etc."
129,Venice,2,12,18,GPE,"Countries, cities, states"
129,afternoon,3,12,21,TIME,Times smaller than a day
129,Venice,3,45,51,GPE,"Countries, cities, states"
129,5,3,55,56,TIME,Times smaller than a day
129,BB,3,58,60,PERSON,"People, including fictional"
130,"Sunday, April 16, 1922",1,0,22,DATE,Absolute or relative dates or periods
130,Grand Hotel,2,0,11,FAC,"Buildings, airports, highways, bridges, etc."
131,"Monday, April 17, 1922",1,0,22,DATE,Absolute or relative dates or periods
131,St. Mark’s,3,19,29,FAC,"Buildings, airports, highways, bridges, etc."
131,Blaydes,3,65,72,PERSON,"People, including fictional"
131,the Nursing Home,3,119,135,ORG,"Companies, agencies, institutions, etc."
132,"Tuesday, April 18, 1922",1,0,23,DATE,Absolute or relative dates or periods
132,Grand Hotel,2,0,11,FAC,"Buildings, airports, highways, bridges, etc."
132,Venice,6,14,20,GPE,"Countries, cities, states"
133,"Wednesday, April 19, 1922",1,0,25,DATE,Absolute or relative dates or periods
134,"Thursday, April 20, 1922",1,0,24,DATE,Absolute or relative dates or periods
135,"Friday, April 21, 1922",1,0,22,DATE,Absolute or relative dates or periods
136,"Saturday, April 22, 1922",1,0,24,DATE,Absolute or relative dates or periods
136,Venice Grand Hotel,2,0,18,FAC,"Buildings, airports, highways, bridges, etc."
136,B.B.,3,0,4,PERSON,"People, including fictional"
136,Nicky,3,9,14,PERSON,"People, including fictional"
136,afternoon,3,48,57,TIME,Times smaller than a day
136,Kerr Lawson,3,64,75,PERSON,"People, including fictional"
136,Ex2,3,151,154,PRODUCT,"Objects, vehicles, foods, etc. (not services)"
136,Sulley,4,22,28,PERSON,"People, including fictional"
136,Blaydes,4,30,37,PERSON,"People, including fictional"
137,"Sunday, April 23, 1922",1,0,22,DATE,Absolute or relative dates or periods
137,Trevy,3,0,5,PERSON,"People, including fictional"
137,Florence,5,8,16,GPE,"Countries, cities, states"
137,6.30,5,20,24,TIME,Times smaller than a day
137,Giglioli,5,89,97,PERSON,"People, including fictional"
137,Alda,6,0,4,PERSON,"People, including fictional"
137,Bertie,6,9,15,PERSON,"People, including fictional"
137,the evening,6,27,38,TIME,Times smaller than a day
137,B.B.,7,0,4,PERSON,"People, including fictional"
137,11,8,1,3,CARDINAL,Numerals that do not fall under another type
137,Geoffrey,9,9,17,PERSON,"People, including fictional"
137,Blaydes,9,21,28,PERSON,"People, including fictional"
137,Karin,9,30,35,PERSON,"People, including fictional"
138,"Monday, April 24, 1922",1,0,22,DATE,Absolute or relative dates or periods
138,Logan,3,0,5,PERSON,"People, including fictional"
138,the 23rd,5,13,21,DATE,Absolute or relative dates or periods
138,Wells,6,46,51,PERSON,"People, including fictional"
138,Placci,6,56,62,PERSON,"People, including fictional"
138,Placci,6,100,106,PERSON,"People, including fictional"
138,Ministero degli Affari Inutili,6,190,220,ORG,"Companies, agencies, institutions, etc."
138,Janet,7,5,10,PERSON,"People, including fictional"
138,Charley Bell,7,15,27,PERSON,"People, including fictional"
138,½ hour,7,59,65,TIME,Times smaller than a day
138,Egyptian,8,233,241,NORP,Nationalities or religious or political groups
138,Everlasting Eternal Eating,8,319,345,WORK_OF_ART,"Titles of books, songs, etc."
138,Lucy Porter,9,9,20,PERSON,"People, including fictional"
138,Ray,9,22,25,PERSON,"People, including fictional"
139,"Tuesday, April 25, 1922",1,0,23,DATE,Absolute or relative dates or periods
139,Hewitt,3,33,39,PERSON,"People, including fictional"
139,24th,4,12,16,ORDINAL,"""first"", ""second"", etc."
139,Logan,6,0,5,PERSON,"People, including fictional"
139,Hewitt,6,15,21,PERSON,"People, including fictional"
139,Rome,6,35,39,GPE,"Countries, cities, states"
139,2.35,6,43,47,TIME,Times smaller than a day
139,Logan,6,49,54,PERSON,"People, including fictional"
139,the morning,7,3,14,TIME,Times smaller than a day
139,Ross,7,20,24,PERSON,"People, including fictional"
139,Lina,7,29,33,PERSON,"People, including fictional"
139,Lina,7,50,54,PERSON,"People, including fictional"
139,2 days,7,64,70,DATE,Absolute or relative dates or periods
139,the Genoa Conference,7,76,96,EVENT,"Named hurricanes, battles, wars, sports events, etc."
139,10,7,114,116,MONEY,"Monetary values, including unit"
139,Garvin,7,150,156,PERSON,"People, including fictional"
139,Lloyd George,7,216,228,PERSON,"People, including fictional"
139,Charley Bell,8,0,12,PERSON,"People, including fictional"
139,B. B.,8,25,30,PERSON,"People, including fictional"
139,6,9,1,2,CARDINAL,Numerals that do not fall under another type
139,Geoffrey,10,9,17,PERSON,"People, including fictional"
139,Guido,10,19,24,PERSON,"People, including fictional"
140,"Wednesday, April 26, 1922",1,0,25,DATE,Absolute or relative dates or periods
140,I Tatti,2,0,7,PERSON,"People, including fictional"
140,"Logan,",3,0,6,PERSON,"People, including fictional"
140,Trevy,3,7,12,PERSON,"People, including fictional"
140,Friday the 28th,4,8,23,DATE,Absolute or relative dates or periods
140,Geoffrey,5,0,8,PERSON,"People, including fictional"
140,20,5,79,81,DATE,Absolute or relative dates or periods
140,Sybil,5,170,175,PERSON,"People, including fictional"
140,two years,5,334,343,DATE,Absolute or relative dates or periods
140,Nicky,5,479,484,PERSON,"People, including fictional"
140,Percy Lubbock,5,694,707,WORK_OF_ART,"Titles of books, songs, etc."
140,all Friday the 28,5,737,754,DATE,Absolute or relative dates or periods
140,Sybil,6,14,19,PERSON,"People, including fictional"
140,Colefax,6,26,33,PERSON,"People, including fictional"
140,Jerusalem,6,47,56,GPE,"Countries, cities, states"
140,Cecil Pinsent,6,58,71,PERSON,"People, including fictional"
140,Ray,6,73,76,PERSON,"People, including fictional"
140,Caterina Kerr-Lawson,6,78,98,PERSON,"People, including fictional"
141,"Thursday, April 27, 1922",1,0,24,DATE,Absolute or relative dates or periods
141,Hewitt,3,7,13,PERSON,"People, including fictional"
141,Rivers,5,13,19,PERSON,"People, including fictional"
141,Instinct and the Unconscious,5,22,50,WORK_OF_ART,"Titles of books, songs, etc."
141,3,6,1,2,CARDINAL,Numerals that do not fall under another type
141,Karin,7,9,14,PERSON,"People, including fictional"
141,Alys,7,19,23,PERSON,"People, including fictional"
142,"Friday, April 28, 1922",1,0,22,DATE,Absolute or relative dates or periods
142,Logan,2,0,5,PERSON,"People, including fictional"
142,Hewitt,3,5,11,PERSON,"People, including fictional"
142,Trevy,4,0,5,PERSON,"People, including fictional"
142,Wednesday the 26th,5,8,26,DATE,Absolute or relative dates or periods
142,Emmett,5,52,58,PERSON,"People, including fictional"
142,M___ Henry Parkman,5,73,91,PERSON,"People, including fictional"
142,Edmund Houghton,5,106,121,PERSON,"People, including fictional"
142,Archibald Russell,7,13,30,PERSON,"People, including fictional"
142,Logan,7,59,64,PERSON,"People, including fictional"
142,M___ H___t,7,69,79,PERSON,"People, including fictional"
142,Villa Medici,7,90,102,FAC,"Buildings, airports, highways, bridges, etc."
142,Sybil,7,110,115,PERSON,"People, including fictional"
142,2,8,1,2,CARDINAL,Numerals that do not fall under another type
142,Whitall,9,9,16,PERSON,"People, including fictional"
142,Eliza Nicholson,9,21,36,PERSON,"People, including fictional"
142,5000,9,71,75,MONEY,"Monetary values, including unit"
142,Franklin,9,121,129,PERSON,"People, including fictional"
143,"Saturday, April 29, 1922",1,0,24,DATE,Absolute or relative dates or periods
143,ttiLogan,2,33,41,PERSON,"People, including fictional"
143,Naima,3,0,5,PERSON,"People, including fictional"
143,B.B.,4,78,82,ORG,"Companies, agencies, institutions, etc."
143,Lionello Venturi,4,87,103,PRODUCT,"Objects, vehicles, foods, etc. (not services)"
143,Logan,4,135,140,PERSON,"People, including fictional"
143,Library,4,237,244,FAC,"Buildings, airports, highways, bridges, etc."
143,the evening,4,295,306,TIME,Times smaller than a day
143,first,6,8,13,ORDINAL,"""first"", ""second"", etc."
143,Geoffrey,6,50,58,PERSON,"People, including fictional"
143,Sybil,6,105,110,PERSON,"People, including fictional"
143,5 months,6,246,254,DATE,Absolute or relative dates or periods
143,5 days,6,295,301,DATE,Absolute or relative dates or periods
143,Geoffrey,6,308,316,PERSON,"People, including fictional"
143,Alban,7,9,14,PERSON,"People, including fictional"
143,Christina Bremner,7,16,33,PERSON,"People, including fictional"
143,Cook,7,40,44,PERSON,"People, including fictional"
143,Jessie Berenson,7,46,61,PERSON,"People, including fictional"
143,BB,7,63,65,PERSON,"People, including fictional"
143,Duveens,7,76,83,PERSON,"People, including fictional"
143,Mori,7,85,89,PERSON,"People, including fictional"
143,Watson,7,98,104,PERSON,"People, including fictional"
143,Keynes,7,124,130,PERSON,"People, including fictional"
143,Ammannati,7,132,141,PERSON,"People, including fictional"
143,Goldmann,7,147,155,PERSON,"People, including fictional"
144,"Sunday, April 30, 1922",1,0,22,DATE,Absolute or relative dates or periods
144,Logan,2,0,5,PERSON,"People, including fictional"
144,Naimi,3,0,5,PERSON,"People, including fictional"
144,Salveminis,4,26,36,PERSON,"People, including fictional"
144,Logan,5,10,15,PERSON,"People, including fictional"
144,Villa Medici,5,27,39,FAC,"Buildings, airports, highways, bridges, etc."
144,thousands of miles,5,97,115,CARDINAL,Numerals that do not fall under another type
144,Geoffrey,5,164,172,PERSON,"People, including fictional"
144,Russells,6,27,35,PERSON,"People, including fictional"
144,L___rs,6,46,52,PERSON,"People, including fictional"
144,Fenwick Owen,6,70,82,PERSON,"People, including fictional"
144,16,6,84,86,CARDINAL,Numerals that do not fall under another type
144,Princes Gardens SW,6,87,105,FAC,"Buildings, airports, highways, bridges, etc."
144,7,6,107,108,CARDINAL,Numerals that do not fall under another type
144,Ammannati,7,0,9,ORG,"Companies, agencies, institutions, etc."
144,Simkovitch,8,9,19,PERSON,"People, including fictional"
144,Towards the Understand of [,8,23,50,WORK_OF_ART,"Titles of books, songs, etc."
144,Bassiano,9,18,26,PERSON,"People, including fictional"
144,Philomène S. Dorotea,9,28,48,PERSON,"People, including fictional"
144,Lucca,9,50,55,GPE,"Countries, cities, states"
145,"Monday, May 1, 1922",1,0,19,DATE,Absolute or relative dates or periods
145,Tatti,2,0,5,PERSON,"People, including fictional"
145,Gronau,3,35,41,PERSON,"People, including fictional"
145,M. Germain,3,59,69,PERSON,"People, including fictional"
145,Nathalie Barney,3,83,98,PERSON,"People, including fictional"
145,le Comte de Wickenburg,3,123,145,PERSON,"People, including fictional"
145,Miss Franklin,3,195,208,PERSON,"People, including fictional"
145,Charley Bell,3,239,251,PERSON,"People, including fictional"
145,B. B.,3,281,286,PERSON,"People, including fictional"
145,Logan,3,291,296,PERSON,"People, including fictional"
145,Villa Medici,3,300,312,FAC,"Buildings, airports, highways, bridges, etc."
145,8,4,1,2,CARDINAL,Numerals that do not fall under another type
145,Graham,5,20,26,PERSON,"People, including fictional"
145,El Mogreb,5,29,38,GPE,"Countries, cities, states"
146,"Tuesday, May 2, 1922",1,0,20,DATE,Absolute or relative dates or periods
146,Ronald Storrs,2,0,13,PERSON,"People, including fictional"
146,Leggett,3,5,12,PERSON,"People, including fictional"
146,Irene Curzon,4,5,17,PERSON,"People, including fictional"
146,Logan,5,0,5,PERSON,"People, including fictional"
146,I Tatti,6,24,31,PERSON,"People, including fictional"
146,Jerusalem,7,4,13,GPE,"Countries, cities, states"
146,7.30 a.m.,7,44,53,TIME,Times smaller than a day
146,Leggett,8,5,12,PERSON,"People, including fictional"
146,Storrs,9,0,6,PERSON,"People, including fictional"
146,Irene,9,31,36,PERSON,"People, including fictional"
146,Monte Guffen,10,17,29,FAC,"Buildings, airports, highways, bridges, etc."
147,"Wednesday, May 3, 1922",1,0,22,DATE,Absolute or relative dates or periods
147,Ray,2,61,64,PERSON,"People, including fictional"
147,Ray,3,0,3,PERSON,"People, including fictional"
147,Leggett,4,5,12,PERSON,"People, including fictional"
147,Irene,4,43,48,PERSON,"People, including fictional"
147,Storrs,4,86,92,PERSON,"People, including fictional"
147,Hewitt,5,5,11,PERSON,"People, including fictional"
147,Anrep,5,109,114,PERSON,"People, including fictional"
147,Logan,6,0,5,PERSON,"People, including fictional"
147,Villa Price,6,29,40,FAC,"Buildings, airports, highways, bridges, etc."
147,Arcetri,6,44,51,FAC,"Buildings, airports, highways, bridges, etc."
148,"Thursday, May 4, 1922",1,0,21,DATE,Absolute or relative dates or periods
148,Ray,2,0,3,PERSON,"People, including fictional"
148,I Tatti,4,24,31,PERSON,"People, including fictional"
148,Placci,5,0,6,PERSON,"People, including fictional"
148,de Clairemont-Tonnerre,6,5,27,PERSON,"People, including fictional"
148,BB,6,39,41,ORG,"Companies, agencies, institutions, etc."
148,Corey,6,83,88,PERSON,"People, including fictional"
148,Contessa D’Orsay,6,167,183,PERSON,"People, including fictional"
148,Corey,6,264,269,PERSON,"People, including fictional"
148,8,7,1,2,CARDINAL,Numerals that do not fall under another type
149,"Friday, May 5, 1922",1,0,19,DATE,Absolute or relative dates or periods
149,Logan,2,0,5,PERSON,"People, including fictional"
149,Storrs,4,0,6,PERSON,"People, including fictional"
149,Villa Medici,4,18,30,FAC,"Buildings, airports, highways, bridges, etc."
149,Strongs,4,49,56,PERSON,"People, including fictional"
149,Logan,4,58,63,PERSON,"People, including fictional"
149,Irene,4,73,78,PERSON,"People, including fictional"
149,Alberto Ball,4,111,123,PERSON,"People, including fictional"
149,Logan,4,145,150,PERSON,"People, including fictional"
149,Storrs,4,156,162,PERSON,"People, including fictional"
149,[Margaret] Strong,4,190,207,PERSON,"People, including fictional"
149,_,5,5,6,PERSON,"People, including fictional"
149,_,5,6,7,PERSON,"People, including fictional"
149,_,5,7,8,PERSON,"People, including fictional"
149,ter,5,8,11,PERSON,"People, including fictional"
149,André Germain,5,42,55,PERSON,"People, including fictional"
149,A day,5,78,83,DATE,Absolute or relative dates or periods
149,Ball,5,104,108,PERSON,"People, including fictional"
149,K___z,6,17,22,PERSON,"People, including fictional"
149,Ray,6,38,41,PERSON,"People, including fictional"
149,Logan,6,47,52,PERSON,"People, including fictional"
