page,text,p,start,end,type,description
069,Herbert,6,171,178,PERSON,"People, including fictional"
069,Nello,7,0,5,PERSON,"People, including fictional"
070,"Tuesday, February 16, 1915",2,0,26,DATE,Absolute or relative dates or periods
070,Geoffrey Scott,4,0,14,PERSON,"People, including fictional"
070,Placci’s,7,28,36,FAC,"Buildings, airports, highways, bridges, etc."
070,Lucien Henraux’s,7,87,103,PERSON,"People, including fictional"
070,Lucien,7,158,164,PERSON,"People, including fictional"
070,Salvemini,7,200,209,PERSON,"People, including fictional"
070,the Marchesa Benzoni,7,214,234,PERSON,"People, including fictional"
070,Cabinet,7,288,295,ORG,"Companies, agencies, institutions, etc."
070,Martini,7,305,312,PERSON,"People, including fictional"
070,Italy,7,319,324,GPE,"Countries, cities, states"
071,"Wednesday, February 17, 1915",2,0,28,DATE,Absolute or relative dates or periods
071,Margaret Strong,5,2,17,PERSON,"People, including fictional"
071,Vida Bispham,5,31,43,PERSON,"People, including fictional"
071,David,5,71,76,PERSON,"People, including fictional"
071,a lovely day,6,7,19,DATE,Absolute or relative dates or periods
071,BB,6,48,50,PERSON,"People, including fictional"
071,Sybil,6,68,73,PERSON,"People, including fictional"
071,Geoffrey,6,78,86,PERSON,"People, including fictional"
071,Geoffrey,6,103,111,PERSON,"People, including fictional"
071,Fiesole,6,147,154,GPE,"Countries, cities, states"
071,Castel di Poggio,6,162,178,FAC,"Buildings, airports, highways, bridges, etc."
071,Coraggio,7,78,86,PERSON,"People, including fictional"
071,Cecil,8,2,7,PERSON,"People, including fictional"
071,Balzorano,8,22,31,GPE,"Countries, cities, states"
072,"Thursday, February 18, 1916",2,0,27,DATE,Absolute or relative dates or periods
072,Geoffrey Scott,3,0,14,PERSON,"People, including fictional"
072,Cecil Pinsent,3,16,29,PERSON,"People, including fictional"
072,Dumont,5,15,21,PERSON,"People, including fictional"
072,Tryphosa Bates Batcheller,5,48,73,PERSON,"People, including fictional"
072,BB,5,93,95,PERSON,"People, including fictional"
072,Sybil,5,110,115,PERSON,"People, including fictional"
072,½ hour,5,122,128,TIME,Times smaller than a day
072,3 hours,5,154,161,TIME,Times smaller than a day
072,Cecil,5,163,168,PERSON,"People, including fictional"
072,Tryphosa,5,190,198,PERSON,"People, including fictional"
072,Worcester,5,205,214,GPE,"Countries, cities, states"
072,Massachusetts,5,216,229,GPE,"Countries, cities, states"
072,Austrian,5,291,299,NORP,Nationalities or religious or political groups
072,Italian,5,304,311,NORP,Nationalities or religious or political groups
072,Geoffrey,5,359,367,PERSON,"People, including fictional"
072,the Manchester Guardian,5,389,412,ORG,"Companies, agencies, institutions, etc."
072,Placci,6,2,8,PERSON,"People, including fictional"
072,April,6,75,80,DATE,Absolute or relative dates or periods
073,"Friday, February 19, 1915",2,0,25,DATE,Absolute or relative dates or periods
073,Geoffrey Scott,3,0,14,PERSON,"People, including fictional"
073,Sybil,6,2,7,PERSON,"People, including fictional"
073,BB,6,19,21,PERSON,"People, including fictional"
073,Cecil,7,0,5,PERSON,"People, including fictional"
073,War,7,61,64,EVENT,"Named hurricanes, battles, wars, sports events, etc."
073,only 2 month’s,7,121,135,DATE,Absolute or relative dates or periods
073,Geoffrey,10,2,10,PERSON,"People, including fictional"
073,BB,10,61,63,PERSON,"People, including fictional"
073,Cecil,10,88,93,PERSON,"People, including fictional"
073,Library,10,167,174,FAC,"Buildings, airports, highways, bridges, etc."
073,Geoffrey,11,0,8,PERSON,"People, including fictional"
073,Nicky Mariano,11,74,87,PERSON,"People, including fictional"
073,Russia,11,99,105,GPE,"Countries, cities, states"
073,Barbara,11,154,161,PERSON,"People, including fictional"
074,"Saturday, February 20, 1915",2,0,27,DATE,Absolute or relative dates or periods
074,Cecil Pinsent,3,0,13,PERSON,"People, including fictional"
074,Geoffrey Scott,3,15,29,PERSON,"People, including fictional"
074,Naomi R.,3,31,39,PERSON,"People, including fictional"
074,Byba,6,2,6,PERSON,"People, including fictional"
074,Geoffrey,6,28,36,PERSON,"People, including fictional"
074,Cecil,7,0,5,PERSON,"People, including fictional"
074,Sybil,7,27,32,PERSON,"People, including fictional"
074,Cecil,7,146,151,PERSON,"People, including fictional"
074,only 2 month’s,7,237,251,DATE,Absolute or relative dates or periods
074,Geoffrey,7,309,317,PERSON,"People, including fictional"
074,half the night,7,334,348,TIME,Times smaller than a day
074,Cecil,7,354,359,PERSON,"People, including fictional"
074,Sybil,7,450,455,PERSON,"People, including fictional"
074,Edmund Houghton,7,460,475,PERSON,"People, including fictional"
074,Naima,7,485,490,PERSON,"People, including fictional"
074,Sybil,8,75,80,PERSON,"People, including fictional"
075,"Sunday, February 21, 1915",2,0,25,DATE,Absolute or relative dates or periods
075,Cecil Pinsent,3,0,13,PERSON,"People, including fictional"
075,Geoffrey Scott,3,15,29,PERSON,"People, including fictional"
075,Naomi,3,31,36,PERSON,"People, including fictional"
075,Cecil,5,2,7,PERSON,"People, including fictional"
075,Four months,5,47,58,DATE,Absolute or relative dates or periods
075,BB,5,140,142,PERSON,"People, including fictional"
075,Naima,6,0,5,PERSON,"People, including fictional"
075,Sweden,6,256,262,GPE,"Countries, cities, states"
075,Geoffrey,7,23,31,PERSON,"People, including fictional"
076,"Monday, February 22, 1915",3,0,25,DATE,Absolute or relative dates or periods
076,Geoffrey Scott,4,0,14,PERSON,"People, including fictional"
076,night,7,285,290,TIME,Times smaller than a day
076,B.B.,7,321,325,PERSON,"People, including fictional"
076,Naomi,7,420,425,PERSON,"People, including fictional"
076,Belle Greene,7,597,609,PERSON,"People, including fictional"
076,Sybil,7,613,618,PERSON,"People, including fictional"
076,BB,7,694,696,PERSON,"People, including fictional"
076,Sybil,7,803,808,PERSON,"People, including fictional"
076,Cecil,7,815,820,PERSON,"People, including fictional"
077,"Tuesday, February 23, 1915",2,0,26,DATE,Absolute or relative dates or periods
077,Priestly,5,7,15,PERSON,"People, including fictional"
077,Janet,6,19,24,PERSON,"People, including fictional"
077,Crisp,6,65,70,PERSON,"People, including fictional"
077,Sybil,7,0,5,PERSON,"People, including fictional"
077,Geoffrey,7,60,68,PERSON,"People, including fictional"
077,Cecil,7,149,154,PERSON,"People, including fictional"
077,one,7,224,227,CARDINAL,Numerals that do not fall under another type
077,Cecil,7,243,248,PERSON,"People, including fictional"
077,Geoffrey,7,331,339,PERSON,"People, including fictional"
077,BB,8,11,13,PERSON,"People, including fictional"
077,Geoffrey,8,70,78,PERSON,"People, including fictional"
078,"Wednesday, February 24, 1915",2,0,28,DATE,Absolute or relative dates or periods
078,Benn,5,6,10,PERSON,"People, including fictional"
078,the afternoon,5,41,54,TIME,Times smaller than a day
078,Yoï,5,62,65,PERSON,"People, including fictional"
078,Nello,5,70,75,PERSON,"People, including fictional"
078,Loesers,5,84,91,PERSON,"People, including fictional"
078,Loeser,5,93,99,PERSON,"People, including fictional"
078,one,5,232,235,CARDINAL,Numerals that do not fall under another type
078,a year and 8 months old,5,334,357,DATE,Absolute or relative dates or periods
078,Yoï,6,0,3,PERSON,"People, including fictional"
078,October,6,81,88,DATE,Absolute or relative dates or periods
078,Olga,6,90,94,PERSON,"People, including fictional"
078,9 months,6,113,121,DATE,Absolute or relative dates or periods
078,Sybil,7,14,19,PERSON,"People, including fictional"
079,"Thursday, February 25, 1915",2,0,27,DATE,Absolute or relative dates or periods
079,Placci,5,2,8,PERSON,"People, including fictional"
079,the orario della partenza in guerra,5,34,69,FAC,"Buildings, airports, highways, bridges, etc."
079,March,5,107,112,DATE,Absolute or relative dates or periods
079,April,5,130,135,DATE,Absolute or relative dates or periods
079,Ross,6,23,27,PERSON,"People, including fictional"
079,Yoï,6,83,86,PERSON,"People, including fictional"
080,"Friday, February 26, 1915",2,0,25,DATE,Absolute or relative dates or periods
080,Geoffrey,5,43,51,PERSON,"People, including fictional"
080,Vincigliata,5,142,153,GPE,"Countries, cities, states"
080,3 hours,5,224,231,TIME,Times smaller than a day
080,BB,6,2,4,PERSON,"People, including fictional"
080,Sybil,6,27,32,PERSON,"People, including fictional"
081,"Saturday, February 27, 1915",2,0,27,DATE,Absolute or relative dates or periods
081,Geoffrey Scott,3,0,14,PERSON,"People, including fictional"
081,Cecil Pinsent,3,16,29,PERSON,"People, including fictional"
081,Giglioli,6,24,32,PERSON,"People, including fictional"
081,Geoffrey,6,192,200,PERSON,"People, including fictional"
081,Sybil,6,423,428,PERSON,"People, including fictional"
081,Cecil,6,471,476,PERSON,"People, including fictional"
081,Enniskillen,6,497,508,PERSON,"People, including fictional"
081,some ten days ago,6,554,571,DATE,Absolute or relative dates or periods
081,BB,6,610,612,PERSON,"People, including fictional"
082,"Sunday, February 28, 1915",2,0,25,DATE,Absolute or relative dates or periods
082,Geoffrey Scott,3,0,14,PERSON,"People, including fictional"
082,Cecil Pinsent,3,16,29,PERSON,"People, including fictional"
082,Margaret,6,2,10,PERSON,"People, including fictional"
082,Guiliani,6,35,43,PERSON,"People, including fictional"
082,Cecil,6,59,64,PERSON,"People, including fictional"
082,Strongs,6,87,94,PERSON,"People, including fictional"
082,Geoffrey,6,114,122,PERSON,"People, including fictional"
082,Byba,6,149,153,PERSON,"People, including fictional"
082,Yoï,6,216,219,PERSON,"People, including fictional"
082,Cecil,6,221,226,PERSON,"People, including fictional"
082,BB,6,245,247,PERSON,"People, including fictional"
082,Ross,6,263,267,PERSON,"People, including fictional"
082,Sunday,6,269,275,DATE,Absolute or relative dates or periods
082,Sybil,6,298,303,GPE,"Countries, cities, states"
082,A most beautiful day,7,2,22,DATE,Absolute or relative dates or periods
082,Ray,7,46,49,PERSON,"People, including fictional"
082,10,7,113,115,MONEY,"Monetary values, including unit"
083,"Monday, March 1, 1915",2,0,21,DATE,Absolute or relative dates or periods
083,Geoffrey Scott,3,0,14,PERSON,"People, including fictional"
083,Dardanelles,6,42,53,PRODUCT,"Objects, vehicles, foods, etc. (not services)"
083,Gallipoli,6,96,105,LOC,"Non-GPE locations, mountain ranges, bodies of water"
083,Russian,6,117,124,NORP,Nationalities or religious or political groups
083,Dacia,6,194,199,PRODUCT,"Objects, vehicles, foods, etc. (not services)"
083,French,6,214,220,NORP,Nationalities or religious or political groups
083,Brest,6,226,231,GPE,"Countries, cities, states"
083,Bernhard,7,12,20,PERSON,"People, including fictional"
083,Ross,7,74,78,PERSON,"People, including fictional"
083,Erichsen,7,88,96,PERSON,"People, including fictional"
083,Nello,7,98,103,PERSON,"People, including fictional"
083,Yoï,7,130,133,PERSON,"People, including fictional"
083,Ray,7,176,179,PERSON,"People, including fictional"
083,Geoffrey,8,0,8,PERSON,"People, including fictional"
083,Byba Giuliani,8,23,36,PERSON,"People, including fictional"
083,Yoï,8,71,74,PERSON,"People, including fictional"
083,Italians,8,151,159,NORP,Nationalities or religious or political groups
083,Byba,8,195,199,PERSON,"People, including fictional"
083,Yoï,8,241,244,PERSON,"People, including fictional"
084,"Tuesday, March 2, 1915",2,0,22,DATE,Absolute or relative dates or periods
084,Geoffrey Scott,3,0,14,PERSON,"People, including fictional"
084,Geoffrey,6,2,10,PERSON,"People, including fictional"
084,Cecil,6,30,35,PERSON,"People, including fictional"
084,Geoffrey,6,75,83,PERSON,"People, including fictional"
084,BB,8,2,4,PERSON,"People, including fictional"
084,Mugello,8,30,37,FAC,"Buildings, airports, highways, bridges, etc."
084,Sybil,8,43,48,PERSON,"People, including fictional"
085,"Wednesday, March 3, 1915",2,0,24,DATE,Absolute or relative dates or periods
085,Benn,5,6,10,PERSON,"People, including fictional"
085,Paterson,5,20,28,PERSON,"People, including fictional"
085,Ross,5,78,82,PERSON,"People, including fictional"
085,Erichsen,5,92,100,PERSON,"People, including fictional"
085,BB,6,16,18,PERSON,"People, including fictional"
085,Sybil,6,34,39,PERSON,"People, including fictional"
085,Geoffrey,6,44,52,PERSON,"People, including fictional"
085,Nikky,6,114,119,PERSON,"People, including fictional"
086,"Thursday, March 4, 1915",2,0,23,DATE,Absolute or relative dates or periods
086,Geoffrey Scott,3,0,14,PERSON,"People, including fictional"
086,Yoï,6,62,65,PERSON,"People, including fictional"
086,A horrible hour,6,104,119,TIME,Times smaller than a day
086,Strongs,6,163,170,PERSON,"People, including fictional"
086,Margaret,6,207,215,PERSON,"People, including fictional"
086,Sybil,6,227,232,PERSON,"People, including fictional"
086,BB,6,244,246,ORG,"Companies, agencies, institutions, etc."
086,all afternoon,6,263,276,TIME,Times smaller than a day
087,"Friday, March 5, 1915",2,0,21,DATE,Absolute or relative dates or periods
087,Blazo,4,62,67,PERSON,"People, including fictional"
087,Trench,4,154,160,PERSON,"People, including fictional"
087,17 years,4,211,219,DATE,Absolute or relative dates or periods
087,the Education Office,4,228,248,ORG,"Companies, agencies, institutions, etc."
087,about 1200,4,266,276,CARDINAL,Numerals that do not fall under another type
087,150,4,318,321,CARDINAL,Numerals that do not fall under another type
088,"Saturday, March 6, 1915",2,0,23,DATE,Absolute or relative dates or periods
088,Geoffrey Scott,3,0,14,PERSON,"People, including fictional"
088,Cecil Pinsent,3,16,29,PERSON,"People, including fictional"
088,Vida Bispham,3,31,43,PERSON,"People, including fictional"
088,Geoffrey,6,18,26,PERSON,"People, including fictional"
088,BB,6,33,35,PERSON,"People, including fictional"
088,Sybil,6,46,51,PERSON,"People, including fictional"
088,Dumonts,7,4,11,PERSON,"People, including fictional"
088,Margaret Strong,7,29,44,PERSON,"People, including fictional"
088,Geoffrey,7,131,139,PERSON,"People, including fictional"
089,"Sunday, March 7, 1915",2,0,21,DATE,Absolute or relative dates or periods
089,Geoffrey Scott,3,0,14,PERSON,"People, including fictional"
089,Cecil Pinsent,3,16,29,PERSON,"People, including fictional"
089,Vida Bispham,3,31,43,PERSON,"People, including fictional"
089,Bispham,6,12,19,PERSON,"People, including fictional"
089,Sybil,6,58,63,PERSON,"People, including fictional"
089,Strongs,6,72,79,PERSON,"People, including fictional"
089,a lovely day,7,7,19,DATE,Absolute or relative dates or periods
089,the evening,7,74,85,TIME,Times smaller than a day
089,Loesers,7,118,125,PERSON,"People, including fictional"
089,the Folies Bergeres,7,129,148,ORG,"Companies, agencies, institutions, etc."
089,French Music Hall,7,158,175,ORG,"Companies, agencies, institutions, etc."
089,Mistinguett,7,191,202,PERSON,"People, including fictional"
089,11:15,7,263,268,TIME,Times smaller than a day
090,"Monday, March 8, 1915",2,0,21,DATE,Absolute or relative dates or periods
090,Geoffrey Scott,3,0,14,PERSON,"People, including fictional"
090,Ray,6,2,5,PERSON,"People, including fictional"
090,Barbara,6,180,187,PERSON,"People, including fictional"
090,B.B.,7,0,4,PERSON,"People, including fictional"
090,Geoffrey,7,9,17,PERSON,"People, including fictional"
090,BB,7,60,62,PERSON,"People, including fictional"
090,Janet,7,84,89,PERSON,"People, including fictional"
091,"Tuesday, March 9, 1915",2,0,22,DATE,Absolute or relative dates or periods
091,Placci,5,2,8,PERSON,"People, including fictional"
091,Sybil,5,39,44,PERSON,"People, including fictional"
091,Carlo Visconti Venosta,5,49,71,PERSON,"People, including fictional"
091,5:30,5,152,156,TIME,Times smaller than a day
091,Italy,5,196,201,GPE,"Countries, cities, states"
091,Carlo,5,230,235,PERSON,"People, including fictional"
091,Von Bülow,5,280,289,PERSON,"People, including fictional"
091,BB,6,2,4,PERSON,"People, including fictional"
091,Sybil,6,16,21,PERSON,"People, including fictional"
092,"Wednesday, March 10, 1915",2,0,25,DATE,Absolute or relative dates or periods
092,Karin,5,0,5,PERSON,"People, including fictional"
092,26th,5,8,12,ORDINAL,"""first"", ""second"", etc."
092,Ray,6,20,23,PERSON,"People, including fictional"
092,Alys,6,28,32,PERSON,"People, including fictional"
092,Cromer,7,61,67,PERSON,"People, including fictional"
092,Egypt,7,78,83,GPE,"Countries, cities, states"
092,Chinese,7,101,108,NORP,Nationalities or religious or political groups
092,Benn,8,0,4,PERSON,"People, including fictional"
092,BB,9,0,2,PERSON,"People, including fictional"
092,Sybil,9,28,33,PERSON,"People, including fictional"
092,Barbara,10,38,45,PERSON,"People, including fictional"
093,"Thursday, March 11, 1915",2,0,24,DATE,Absolute or relative dates or periods
093,Gentner,5,6,13,PERSON,"People, including fictional"
093,the Worcester Museum,5,27,47,ORG,"Companies, agencies, institutions, etc."
093,Massachusetts,5,49,62,GPE,"Countries, cities, states"
093,BB,5,110,112,PERSON,"People, including fictional"
093,Sybil,5,117,122,PERSON,"People, including fictional"
093,2 ½ hrs,5,140,147,TIME,Times smaller than a day
093,Monte Ceceri,5,179,191,LOC,"Non-GPE locations, mountain ranges, bodies of water"
093,Mugello,5,288,295,GPE,"Countries, cities, states"
093,Vallombrosa,5,342,353,GPE,"Countries, cities, states"
093,Lance Cherry’s,7,0,14,PERSON,"People, including fictional"
093,Cunard,7,78,84,ORG,"Companies, agencies, institutions, etc."
093,France,7,99,105,GPE,"Countries, cities, states"
093,Dardanelles,7,144,155,PERSON,"People, including fictional"
093,18 March,8,18,26,DATE,Absolute or relative dates or periods
100,"Thursday, March 18, 1915",2,0,24,DATE,Absolute or relative dates or periods
100,Ray,3,0,3,PERSON,"People, including fictional"
100,Placci,5,0,6,PERSON,"People, including fictional"
100,Ray,5,22,25,PERSON,"People, including fictional"
100,Rome,5,54,58,GPE,"Countries, cities, states"
100,9,5,82,83,TIME,Times smaller than a day
100,27 March,6,18,26,DATE,Absolute or relative dates or periods
109,"Saturday, March 27, 1915",2,0,24,DATE,Absolute or relative dates or periods
109,Ray,3,0,3,PERSON,"People, including fictional"
109,Geoffrey Scott,3,5,19,PERSON,"People, including fictional"
109,Priestley,5,5,14,PERSON,"People, including fictional"
110,"Sunday, March 28, 1915",2,0,22,DATE,Absolute or relative dates or periods
110,Ray,3,0,3,PERSON,"People, including fictional"
110,Geoffrey Scott,3,5,19,PERSON,"People, including fictional"
110,Villaris,5,6,14,PERSON,"People, including fictional"
110,Hultons,5,19,26,PERSON,"People, including fictional"
110,Vance,5,57,62,PERSON,"People, including fictional"
110,Britten,5,72,79,PERSON,"People, including fictional"
110,Ray,5,81,84,PERSON,"People, including fictional"
110,BB,5,101,103,PERSON,"People, including fictional"
110,Fiesole,5,107,114,GPE,"Countries, cities, states"
110,BB,5,122,124,PERSON,"People, including fictional"
110,Strong,5,135,141,PERSON,"People, including fictional"
110,Sybil,5,157,162,PERSON,"People, including fictional"
112,"Tuesday, March 30, 1915",2,0,23,DATE,Absolute or relative dates or periods
112,Ray,3,0,3,PERSON,"People, including fictional"
115,"Friday, April 2, 1915",2,0,21,DATE,Absolute or relative dates or periods
115,Ray,3,0,3,PERSON,"People, including fictional"
118,"Monday, April 5, 1915",2,1,22,DATE,Absolute or relative dates or periods
118,Ray,3,0,3,PERSON,"People, including fictional"
118,Pippa,3,5,10,PERSON,"People, including fictional"
118,Geoffrey Scott,3,12,26,PERSON,"People, including fictional"
118,Pippa Strachey,6,0,14,PERSON,"People, including fictional"
118,Ray,6,88,91,PERSON,"People, including fictional"
120,"Wednesday, April 7, 1915",2,0,24,DATE,Absolute or relative dates or periods
120,Grand Hotel Siena,2,26,43,FAC,"Buildings, airports, highways, bridges, etc."
120,Geoffrey Scott,3,0,14,PERSON,"People, including fictional"
120,Benn,6,26,30,PERSON,"People, including fictional"
120,BB,6,50,52,PERSON,"People, including fictional"
120,Sybil,6,57,62,PERSON,"People, including fictional"
120,San Gimignano,6,110,123,GPE,"Countries, cities, states"
120,Sybil,6,125,130,PERSON,"People, including fictional"
120,BB,6,276,278,PERSON,"People, including fictional"
120,Belle Greene,6,597,609,ORG,"Companies, agencies, institutions, etc."
121,"Thursday, April 8, 1915",2,0,23,DATE,Absolute or relative dates or periods
121,Hotel Bastiani Grosseto,2,25,48,FAC,"Buildings, airports, highways, bridges, etc."
121,Pippa,3,0,5,PERSON,"People, including fictional"
121,Siena,6,5,10,GPE,"Countries, cities, states"
121,10:30,6,14,19,TIME,Times smaller than a day
121,Arcidosso,6,77,86,FAC,"Buildings, airports, highways, bridges, etc."
121,Rocca Albenga,6,91,104,FAC,"Buildings, airports, highways, bridges, etc."
121,Sacerdote,6,131,140,PERSON,"People, including fictional"
121,Poggio Ferrato,6,144,158,FAC,"Buildings, airports, highways, bridges, etc."
121,Andrea Chénier,7,24,38,WORK_OF_ART,"Titles of books, songs, etc."
122,"Friday, April 9, 1915",2,0,21,DATE,Absolute or relative dates or periods
122,Albergo Angelo Viterbo,2,23,45,PERSON,"People, including fictional"
122,Geoffrey Scott,3,0,14,PERSON,"People, including fictional"
122,Grosseto,7,21,29,FAC,"Buildings, airports, highways, bridges, etc."
122,Talamone,7,40,48,FAC,"Buildings, airports, highways, bridges, etc."
122,Orbetello,7,53,62,FAC,"Buildings, airports, highways, bridges, etc."
122,Pitigliano,7,86,96,FAC,"Buildings, airports, highways, bridges, etc."
122,the Lago di Bolsena and Toscanella,7,101,135,FAC,"Buildings, airports, highways, bridges, etc."
122,Pippa,7,151,156,PERSON,"People, including fictional"
123,"Saturday, April 19, 1915",2,0,24,DATE,Absolute or relative dates or periods
123,Hotel Brufani Perugia,2,26,47,FAC,"Buildings, airports, highways, bridges, etc."
123,Pippa Strachey,3,0,14,PERSON,"People, including fictional"
123,Villa Lante,5,6,17,FAC,"Buildings, airports, highways, bridges, etc."
123,Bagnaia,5,42,49,GPE,"Countries, cities, states"
123,Orvieto,5,62,69,GPE,"Countries, cities, states"
123,Todi,5,98,102,GPE,"Countries, cities, states"
123,Foligno,5,116,123,GPE,"Countries, cities, states"
124,"Sunday, April 11, 1915",2,0,22,DATE,Absolute or relative dates or periods
124,"Hotel d’Italia,",2,24,39,FAC,"Buildings, airports, highways, bridges, etc."
124,Urbino,2,40,46,GPE,"Countries, cities, states"
124,Ray,3,0,3,PERSON,"People, including fictional"
124,Pippa,3,5,10,PERSON,"People, including fictional"
124,Geoffrey Scott,3,12,26,PERSON,"People, including fictional"
124,Ray,6,0,3,PERSON,"People, including fictional"
124,Pippa,6,8,13,PERSON,"People, including fictional"
124,Assisi,6,22,28,GPE,"Countries, cities, states"
124,Geoffrey,6,35,43,PERSON,"People, including fictional"
124,Perugia,6,65,72,GPE,"Countries, cities, states"
124,Gubbio,6,113,119,GPE,"Countries, cities, states"
124,Urbino,6,136,142,GPE,"Countries, cities, states"
124,Patience,6,193,201,PRODUCT,"Objects, vehicles, foods, etc. (not services)"
125,"Monday, April 12, 1915",2,0,22,DATE,Absolute or relative dates or periods
125,"Hotel d’Italia,",2,24,39,FAC,"Buildings, airports, highways, bridges, etc."
125,Urbino,2,40,46,GPE,"Countries, cities, states"
125,Ray,3,0,3,PERSON,"People, including fictional"
125,Pippa,3,5,10,PERSON,"People, including fictional"
125,Geoffrey Scott,3,12,26,PERSON,"People, including fictional"
125,Ducal Palace,5,4,16,ORG,"Companies, agencies, institutions, etc."
125,Salimbeni,5,33,42,GPE,"Countries, cities, states"
125,Borgo Sansepolcro,5,65,82,FAC,"Buildings, airports, highways, bridges, etc."
125,Vallombrosa,5,159,170,GPE,"Countries, cities, states"
125,The afternoon,5,231,244,TIME,Times smaller than a day
125,Siena,6,32,37,GPE,"Countries, cities, states"
125,last night,6,38,48,TIME,Times smaller than a day
126,"Tuesday, April 13, 1915",2,0,23,DATE,Absolute or relative dates or periods
126,Ray,3,0,3,PERSON,"People, including fictional"
126,Pippa,3,5,10,PERSON,"People, including fictional"
126,Ross,6,15,19,PERSON,"People, including fictional"
126,Pippa,6,25,30,PERSON,"People, including fictional"
126,Lina,6,56,60,PERSON,"People, including fictional"
126,two,6,73,76,CARDINAL,Numerals that do not fall under another type
126,BB,8,0,2,PERSON,"People, including fictional"
126,Sybil,8,24,29,PERSON,"People, including fictional"
127,"Wednesday, April 14, 1915",2,0,25,DATE,Absolute or relative dates or periods
127,Ray,3,0,3,PERSON,"People, including fictional"
127,Pippa,3,5,10,PERSON,"People, including fictional"
127,Benn,6,4,8,PERSON,"People, including fictional"
127,Paterson,6,33,41,PERSON,"People, including fictional"
127,Strongs,6,81,88,PERSON,"People, including fictional"
127,BB,7,0,2,PERSON,"People, including fictional"
127,Sybil,7,24,29,PERSON,"People, including fictional"
128,"Thursday, April 15, 1915",2,1,25,DATE,Absolute or relative dates or periods
128,Ray,3,0,3,PERSON,"People, including fictional"
128,Pippa,3,5,10,PERSON,"People, including fictional"
128,Geoffrey Scott,3,12,26,PERSON,"People, including fictional"
128,Cecil Pinsent,3,28,41,PERSON,"People, including fictional"
128,Krayl,5,7,12,PERSON,"People, including fictional"
128,Cecil,5,17,22,PERSON,"People, including fictional"
128,Ray,5,37,40,PERSON,"People, including fictional"
128,Pippa,5,45,50,PERSON,"People, including fictional"
128,Pitti,5,63,68,PERSON,"People, including fictional"
128,Krayl,6,5,10,PERSON,"People, including fictional"
128,Gordon Craig,6,30,42,PERSON,"People, including fictional"
128,BB,8,2,4,PERSON,"People, including fictional"
128,Sybil,8,16,21,PERSON,"People, including fictional"
130,"Saturday, April 17, 1915",2,0,24,DATE,Absolute or relative dates or periods
130,Geoffrey Scott,3,0,14,PERSON,"People, including fictional"
130,Cecil Pinsent,3,16,29,PERSON,"People, including fictional"
130,Ray,3,31,34,PERSON,"People, including fictional"
130,Pippa,3,36,41,PERSON,"People, including fictional"
130,Ray,6,2,5,PERSON,"People, including fictional"
130,Pippa,6,10,15,PERSON,"People, including fictional"
130,the afternoon,6,42,55,TIME,Times smaller than a day
130,Gamberaia,6,89,98,PERSON,"People, including fictional"
130,BB,6,106,108,PERSON,"People, including fictional"
130,Sybil,6,119,124,PERSON,"People, including fictional"
130,Dumont,7,15,21,PERSON,"People, including fictional"
131,"Sunday, April 18, 1915",2,0,22,DATE,Absolute or relative dates or periods
131,Geoffrey Scott,3,0,14,PERSON,"People, including fictional"
131,Cecil Pinsent,3,16,29,PERSON,"People, including fictional"
131,Blazo,5,5,10,PERSON,"People, including fictional"
131,Ray,6,3,6,PERSON,"People, including fictional"
131,Pippa,6,11,16,PERSON,"People, including fictional"
131,5:30,6,45,49,TIME,Times smaller than a day
132,"Monday, April 19, 1915",2,0,22,DATE,Absolute or relative dates or periods
132,Geoffrey Scott,3,0,14,PERSON,"People, including fictional"
132,Bicci di Lorenzo,5,27,43,ORG,"Companies, agencies, institutions, etc."
132,Sirén,5,61,66,PERSON,"People, including fictional"
132,Giglioli,5,68,76,PERSON,"People, including fictional"
132,Venturi,5,78,85,PERSON,"People, including fictional"
132,Poggi,5,87,92,PERSON,"People, including fictional"
132,Carotti,5,94,101,PERSON,"People, including fictional"
132,Toesca,5,107,113,PERSON,"People, including fictional"
132,about 35,5,165,173,CARDINAL,Numerals that do not fall under another type
132,29,5,195,197,CARDINAL,Numerals that do not fall under another type
132,Geoffrey,6,0,8,PERSON,"People, including fictional"
132,Enniskillen,6,30,41,PERSON,"People, including fictional"
132,von Heiroth,6,53,64,PERSON,"People, including fictional"
132,BB,6,69,71,PERSON,"People, including fictional"
132,the afternoon,6,78,91,TIME,Times smaller than a day
132,Sybil,6,97,102,PERSON,"People, including fictional"
133,"Tuesday, April 20, 1915",2,0,23,DATE,Absolute or relative dates or periods
133,the day,4,18,25,DATE,Absolute or relative dates or periods
133,2,4,29,30,CARDINAL,Numerals that do not fall under another type
133,B.B. Sybil,4,38,48,PRODUCT,"Objects, vehicles, foods, etc. (not services)"
133,Iris,4,53,57,PERSON,"People, including fictional"
133,one,4,61,64,CARDINAL,Numerals that do not fall under another type
133,two,4,80,83,CARDINAL,Numerals that do not fall under another type
133,first,4,109,114,ORDINAL,"""first"", ""second"", etc."
133,S. Martino Carnano,4,118,136,FAC,"Buildings, airports, highways, bridges, etc."
133,Rignano,4,143,150,GPE,"Countries, cities, states"
133,Minos,4,177,182,PRODUCT,"Objects, vehicles, foods, etc. (not services)"
133,Giglioli,4,197,205,PERSON,"People, including fictional"
133,Montecarlo,4,214,224,GPE,"Countries, cities, states"
133,Croppino,4,267,275,FAC,"Buildings, airports, highways, bridges, etc."
